Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $4098.17/ETH,TxnFee(ETH),TxnFee(USD),Method,Status,ErrCode,
0x06f41af582a3d017901d24388d784b0804c4f83c525b3f51e95370e2a0bebfb4,7078960,1638099482,2021-11-28 11:38:02,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,,0x175db7ba32625436423bd87b4bdcd151a757771b,0,0,0,0.000402955313975116,1.6513793790734,Accepire-BT Contract,,,
0xa9c25633824ee0b3d975e5a6975312f61ba885f21b0fe001affe516cdbfbbe3f,7078962,1638099482,2021-11-28 11:38:02,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,0.000015602966506153,0.0639436092465211,Set Sales Agreement,,,
0x031479f7158c06937860b7e71d9c388942fa3137081ec6f70288553c0470049d,7078965,1638099497,2021-11-28 11:38:17,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,0.000022443590964136,0.0919776511814932,Add Order,,,
0x61854e835edcc88ae887c73065ec9758da64793d02ef04421adf386084d6ce50,7078969,1638099497,2021-11-28 11:38:17,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,0.000015685889522384,0.0642834418639484,Create Invoice,,,
0x06f35d66f522347acf190db788110e9486874f3d83fdb8702e1d3bcc50cf85cc,7078973,1638099497,2021-11-28 11:38:17,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,0.00000913689062316,0.0374445310451156,Confirm Invoice,,,
0x34c7fa4994c74ee0f528acc6714640a7f51251d1f669f5008899a4df4be78714,7078974,1638099497,2021-11-28 11:38:17,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,0.00000913854858738,0.0374513256643431,Confirm Order,,,
0x893d58a1b55ff0a021aa2fb8a983d00ce091c6e00df02a10e2dc3f6681df4573,7078976,1638099497,2021-11-28 11:38:17,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,0.000017554837215948,0.0719427072332816,Set Financial Agreement Parties,,,
0x3048e7abc8c5465f400408d59be6944d705187d5f1ea4d8cca3d37e5ebb1cc63,7078979,1638099497,2021-11-28 11:38:17,0x9049ce69906d3cd891556810c39f09ea921fc087,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,0.000007127005912996,0.0292076818224628,Confirm Financial Agreement,,,
0x2f98d93aea9e509711289d423150cc5ac51c65e4eb03e72ae7d68727bf2f5608,7078981,1638099557,2021-11-28 11:39:17,0x9049ce69906d3cd891556810c39f09ea921fc087,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,0.000018036350254284,0.0739160295215991,Set LC Agreement,,,
0x7f715bbedf6dd7583a479bd4d9150b2f9240f381d63ac69978fd1ab2a359c11b,7078985,1638099557,2021-11-28 11:39:17,0x9049ce69906d3cd891556810c39f09ea921fc087,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,0.00000926040394236,0.0379507096244615,Add Document,,,
